종목코드,종목명,YMD,Y,M,Q,YM,YQ,재무제표구분코드,재무제표구분코드명,기업매출금액,기업영업이익,포괄손익계산금액,기업당기순이익,기업총자산금액,기업총부채금액,기업총자본금액,기업자본금액,재무제표부채비율
049770,동원F&B,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,1569204857442,43884915218,41547588169,32055092270,1055184115017,533997997928,521186117089,19295620000,102.4582160612
049770,동원F&B,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,2802526253207,87209715719,71363424870,56737051469,1403607395274,771112715789,632494679485,19295620000,121.9160794233
049770,동원F&B,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,1632631810278,61576838726,53300305009,41005779686,1029298805215,482479082325,546819722890,19295620000,88.2336649774
049770,동원F&B,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,3030257743369,101405342073,87045387974,65664358088,1573514559381,892304611197,681209948184,19295620000,130.9881943996
004710,한솔테크닉스,2000-12-31,2000,12,4,2000-12,2000-4,110,요약연결재무제표,336509000000,9044000000,2080000000,2080000000,211440000000,118236000000,93204000000,215500000000,126.86
004710,한솔테크닉스,2001-12-31,2001,12,4,2001-12,2001-4,110,요약연결재무제표,326296000000,-29144000000,-35466000000,-35466000000,183607000000,125536000000,58071000000,21550000000,216.18
004710,한솔테크닉스,2002-12-31,2002,12,4,2002-12,2002-4,110,요약연결재무제표,379058000000,-10578000000,-33411000000,-33411000000,154112000000,129524000000,24588000000,21550000000,526.78
004710,한솔테크닉스,2003-12-31,2003,12,4,2003-12,2003-4,110,요약연결재무제표,386801000000,6212000000,1109000000,1109000000,208696000000,161085000000,47611000000,31248000000,338.34
004710,한솔테크닉스,2004-12-31,2004,12,4,2004-12,2004-4,110,요약연결재무제표,405888000000,11917000000,1125000000,1125000000,145313000000,98717000000,46596000000,31589000000,211.86
004710,한솔테크닉스,2005-12-31,2005,12,4,2005-12,2005-4,110,요약연결재무제표,596014000000,25997000000,19446000000,22278000000,192229000000,131276000000,60953000000,31596000000,215.37
004710,한솔테크닉스,2009-12-31,2009,12,4,2009-12,2009-4,110,요약연결재무제표,1102194000000,11241000000,23119000000,21161000000,231473000000,105541000000,125932000000,31640000000,83.81
004710,한솔테크닉스,2010-12-31,2010,12,4,2010-12,2010-4,110,요약연결재무제표,1531559000000,19675000000,12663000000,7810000000,336635000000,165494000000,171141000000,38207000000,96.7
004710,한솔테크닉스,2011-12-31,2011,12,4,2011-12,2011-4,110,요약연결재무제표,890101000000,-20502000000,-24810000000,-18934000000,475129000000,290809000000,184320000000,42846000000,157.77
004710,한솔테크닉스,2012-12-31,2012,12,4,2012-12,2012-4,110,요약연결재무제표,548668000000,14426000000,-98224000000,-86127000000,422844000000,275217000000,147627000000,57842000000,186.43
002030,아세아,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,1051931152909,60539834700,26433197609,8209681020,1592617349423,430920177271,1161697172152,10955120000,37.0940196465
002030,아세아,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,15312734329,7583426030,8324656777,6926855636,399798687233,32894800475,366903886758,10955120000,8.96550886
002030,아세아,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,1095268174419,86116185660,86549006409,67565442549,1706513488963,481423286734,1225090202229,10955120000,39.2969665301
002030,아세아,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,14936289208,7115614909,7822001844,6723577290,406071116902,34696121640,371374995262,10955120000,9.3426111296
002030,아세아,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,1197764022366,64147138412,104533555452,73488619006,1816402594147,553498912814,1262903681333,10955120000,43.8274843122
002030,아세아,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,0,10169185529,22025732866,17701650494,417921262059,37205664970,380715597089,10955120000,9.7725612648
002030,아세아,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,1627628401442,183651653215,135663311018,100188706669,2840279786882,1456437195680,1383842591202,10955120000,105.2458715276
002030,아세아,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,18687927017,10638812121,10812365193,8941191666,419692158898,33293436206,386398722692,10955120000,8.6163422006
002030,아세아,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,1542430973306,158120749836,121095588781,94517881273,2869496179442,1408374046156,1461122133286,10955120000,96.3898919927
002030,아세아,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,21035019625,12532564419,12958840916,10595732045,427606727760,34739060736,392867667024,10955120000,8.8424331275
064350,현대로템,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,3309108924000,-192883857000,-296965945000,-304494873000,5043947265000,3606282325000,1437664940000,425000000000,250.8430319654
064350,현대로템,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,3073342590000,-210632945000,-302006092000,-308289280000,4595732898000,3254394326000,1341338572000,425000000000,242.6228838814
064350,현대로템,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,2984783033000,106233799000,23084800000,23143701000,4473159688000,3005993132000,1467166556000,425000000000,204.8842457393
064350,현대로템,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,2699533325000,86263187000,5098382000,10364264000,4004356088000,2643267169000,1361088919000,425000000000,194.2023869346
064350,현대로템,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,2725658171000,45425175000,-47903294000,-46259404000,4083911875000,2665612990000,1418298885000,425000000000,187.9443760544
064350,현대로템,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,2341015709000,23197951000,-39450308000,-40355656000,3706050066000,2384213568000,1321836498000,425000000000,180.3712918812
064350,현대로템,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,2411923709000,-196166583000,-324105684000,-308034515000,4002149975000,2894155835000,1107994140000,425000000000,261.2067817434
064350,현대로템,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,2147585128000,-223982446000,-282737992000,-274063547000,3741448965000,2694020785000,1047428180000,425000000000,257.2033898305
064350,현대로템,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,2459346162000,-279932221000,-349363820000,-355687197000,4084281234000,3201401072000,882880161000,425000000000,362.6087903452
064350,현대로템,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,2229836157000,-362382543000,-417205035000,-424876421000,3760024256000,3003591464000,756432792000,425000000000,397.0731432807
011170,롯데케미칼,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,11713338201119,1611119465482,1421368007366,990655495309,11467808898774,3912222823918,7555586074856,0,51.7792105756
011170,롯데케미칼,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,8471946291836,1335771989994,1178146933608,870346257393,10525249375017,3053934929469,7471314445548,171377095000,40.8754704641
011170,롯데케미칼,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,13223540873785,2544253936085,2487373099957,1837184919078,15866834169901,6466016999469,9400817170432,0,68.7814355097
011170,롯데케미칼,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,8256999556854,1857068618138,1786686339641,1304125927817,13785910588754,5100045139776,8685865448978,171377095000,58.7166030804
011170,롯데케미칼,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,15874510689910,2929720957827,3084686041122,2284576938361,19550971100650,7296204039219,12254767061431,171377095000,59.5376803381
011170,롯데케미칼,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,10149509820365,2366584342444,2225423908852,1631224830352,15269369483103,4892088223664,10377281259439,171377095000,47.1422919102
011170,롯데케미칼,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,16545013876662,1967399409446,2252652096322,1641934137836,20799138833104,7254811592591,13544327240513,171377095000,53.5634695158
011170,롯데케미칼,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,10133832338956,1522808152879,1927712715871,1426278041229,15201889278985,3771331034253,11430558244732,171377095000,32.9934107636
011170,롯데케미칼,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,15123477947655,1107258909223,1248554844383,756665993886,20043105157128,5989974765604,14053130391524,171377095000,42.6237756195
011170,롯데케미칼,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,9179765913688,775704397230,659861144003,394375877936,14396226786211,2936897808285,11459328977926,171377095000,25.6288811844
115390,락앤락,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,407085372489,35327469968,24658059169,12548485602,756469839406,116540165503,639929673903,27500000000,18.2114020111
115390,락앤락,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,183466673020,1546982971,20056532558,16641590195,616692577755,80277868608,536414709147,27500000000,14.9656352145
115390,락앤락,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,425063515117,60230446275,66818613275,46975527091,750896977724,78906165865,671990811859,27500000000,11.7421495164
115390,락앤락,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,204448545945,12059436353,68359450197,60040867243,625718771996,40925402233,584793369763,27500000000,6.99826714
115390,락앤락,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,417407199297,51558031452,48998724632,34933559985,724665258082,85766569819,638898688263,27500000000,13.424126766
115390,락앤락,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,163837003921,3131273744,44719693583,40747516124,634355405631,34364383007,599991022624,27500000000,5.7274828641
115390,락앤락,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,434348760174,36527719540,37516685443,30432115950,739351255215,78806848009,660544407206,27500000000,11.9305904568
115390,락앤락,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,141324138794,-5709497756,-9702412036,-5415548407,616426327560,34253020386,582173307174,27500000000,5.8836466674
115390,락앤락,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,485992890534,24316194923,28415316229,16377107778,799933632133,115924731051,684008901082,27500000000,16.9478395482
115390,락앤락,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,203177826675,-17249977540,17871429822,16048808070,669021284832,77002905534,592018379298,27500000000,13.0068437445
019680,대교,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,813207844495,43044536795,60057280650,46060281819,820643069774,176666275462,643976794312,0,27.4336400042
019680,대교,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,750317949755,46011200348,60440582327,46591630282,780715982831,140301217673,640414765158,0,21.9078674175
019680,대교,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,820717373381,42846850205,53604482525,41790443445,848138968519,185342265038,662796703481,0,27.9636673002
019680,대교,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,759844915876,45531199825,56103923336,44490865636,809958360310,148861998949,661096361361,0,22.517443394
019680,대교,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,812203103598,45484919825,54462826782,41618843209,857097479192,180165015005,676932464187,52064920000,26.6149172239
019680,대교,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,756770280169,47096527132,53427485540,40696993263,822144545250,147027078420,675117466830,52064920000,21.7779994806
019680,대교,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,763142133236,25606557515,28117309453,19224517192,830328382202,213502468382,616825913820,52064920000,34.6130834646
019680,대교,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,705493708692,26215073042,27759551217,19454257568,797454116166,154849709681,642604406485,52064920000,24.0972063245
019680,대교,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,761938685823,29395530613,25192750973,17155259928,919873574796,306647026396,613226548400,52064920000,50.0055040337
019680,대교,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,700272153232,29083275319,25799839306,18613134683,880942323114,246619491267,634322831847,52064920000,38.8791761679
007210,벽산,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,442823058118,39908752974,39873716879,30281211019,429504382107,162137695216,267366686891,34280000000,60.6424446895
007210,벽산,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,293984781322,31952770406,32361316596,24376989633,328229935156,121916163584,206313771572,34280000000,59.0925960274
007210,벽산,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,443779912331,35151310012,32133568527,24403528321,458398719793,178134279358,280264440435,34280000000,63.5593581125
007210,벽산,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,294713121766,28155570989,30476014798,23144813510,354439726534,135936753965,218502972569,34280000000,62.2127710057
007210,벽산,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,414696624271,21635657996,18545723552,13356680782,451649550583,159814221013,291835329570,34280000000,54.761779956
007210,벽산,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,250971158719,15748109385,11248869848,8109846570,343106482677,118385438941,224721043736,34280000000,52.6810649207
007210,벽산,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,432398854100,9882861010,11913889720,8429355848,474553686577,178853514030,295700172547,34280000000,60.4847513241
007210,벽산,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,267776171660,10341366860,13016048338,10471650876,370360064170,137202696263,233157367907,34280000000,58.845533167
007210,벽산,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,433534084326,-3811389985,-2398444534,-1719685902,462713986754,171172716309,291541270446,34280000000,58.7130309363
007210,벽산,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,261761390053,-4801717944,-9976595043,-8853831465,356233108876,133833270489,222399838387,34280000000,60.176873985
003230,삼양식품,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,290854624001,7148814014,-78179405,-3403323096,296548101862,134007147927,162540953935,37665075000,82.4451590093
003230,삼양식품,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,284364518397,6926411298,-3403463978,-6020906948,281105978608,124374092468,156731886140,0,79.3546836774
003230,삼양식품,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,359321174338,25273525001,24661798669,18793117788,326695947743,149153787468,177542160275,37665075000,84.0103484361
003230,삼양식품,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,353966707034,22425225128,22430780798,17893533697,310610010543,139727814291,170882196252,0,81.7685033056
003230,삼양식품,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,458483886034,43320370544,35653681633,29103775517,398177947320,195071088976,203106858344,37665075000,96.0435755673
003230,삼양식품,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,454083618764,40695739801,32427875082,26950435251,381491867047,188543760117,192948106930,37665075000,97.717341267
003230,삼양식품,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,469355767365,55177099757,53851084607,35304530519,412138323147,177717666782,234420656365,37665075000,75.8114363886
003230,삼양식품,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,464179145447,51181086186,51429354208,34162878131,387546366581,164301318793,223245047788,37665075000,73.5968481366
003230,삼양식품,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,543580958422,78285193733,78264681483,60028836929,470358961825,182721296801,287637665024,37665075000,63.5248157733
003230,삼양식품,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,535113844226,66044005895,66510253471,51295968907,437855244801,169702556562,268152688239,37665075000,63.2857935068
028260,삼성물산,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,13344675370414,37138349416,2775729491227,2685651116146,42361430965137,24047495346801,18313935618336,19131748300,131.3070868433
028260,삼성물산,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,8885125467394,-209029561405,2350033967808,2361440636671,34157943261452,17860080684870,16297862576582,0,109.5854171119
028260,삼성물산,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,28102683822618,139524591271,89779731649,20841926913,44458515389663,23352804702692,21105710686971,0,110.646853115
028260,삼성물산,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,20001558969088,31556763913,618838081455,409564914349,35244765977469,17302469809034,17942296168435,0,96.4339772714
028260,삼성물산,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,29279045517862,881268354846,825011444090,481104477540,49048902937410,23897652811024,25151250126386,19131748300,95.0157653832
028260,삼성물산,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,20442825136863,561914029164,597512629546,463362237752,39678100463885,17650617005621,22027483458264,19131748300,80.1299750789
028260,삼성물산,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,31155636886660,1103890168247,2382737545658,1748243543408,42406651757716,19857716709970,22548935047746,19131748300,88.0649869625
028260,삼성물산,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,20833131447378,709401182312,1550367036016,1182376632740,33881783528707,14984504076957,18897279451750,19131748300,79.2945043503
028260,삼성물산,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,30761501059039,866770072122,1526561917249,1047890680687,45905516600415,19213420293061,26692096307354,19131748300,71.9816835359
028260,삼성물산,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,19983631881162,583499953884,844554196609,541070882362,36561826429383,14003083876250,22558742553133,19131748300,62.0738671194
161390,한국타이어앤테크놀로지,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,6428172502457,884990087910,839373903756,656504240787,9496138131978,4355349929486,5140788202492,0,84.7214426647
161390,한국타이어앤테크놀로지,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,3358416967127,311458621717,468262122208,352194733603,5909355631448,2227049002436,3682306629012,0,60.4797271604
161390,한국타이어앤테크놀로지,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,6621762292163,1103227758751,1092416339195,879090215731,9621973238753,3660493919044,5961479319709,0,61.4024426277
161390,한국타이어앤테크놀로지,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,3312163223302,357818161380,566844897878,424956154894,5968767032325,1917767974237,4050999058088,0,47.3406176288
161390,한국타이어앤테크놀로지,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,6812857982362,793431771814,743036342622,606456841401,9518786151144,3145279905934,6373506245210,61937534500,49.3492872671
161390,한국타이어앤테크놀로지,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,3266619240730,162843264021,338065142563,289437607240,6015970961141,1708367143607,4307603817534,61937534500,39.6593376729
161390,한국타이어앤테크놀로지,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,6795088815835,702650599990,697700249479,530380683888,9796442247019,3006129279194,6790312967825,61937534500,44.2708501572
161390,한국타이어앤테크놀로지,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,3193229259746,155844689386,349589310588,243935755810,6284507359403,1789935284342,4494572075061,61937534500,39.8243760351
161390,한국타이어앤테크놀로지,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,6883268577435,543964831621,589883709488,429614534254,10164607903070,2977390789500,7187217113570,61937534500,41.426197963
161390,한국타이어앤테크놀로지,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,3173056805801,97389539125,317035795530,241217964610,6069618535095,1401550184749,4668068350346,61937534500,30.0242001522
161890,한국콜마,2012-12-31,2012,12,4,2012-12,2012-4,120,요약별도재무정보,0,0,0,0,194653782,105488250,89165532,9741886,118.3060849118
161890,한국콜마,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,535846082250,60719559325,58782919229,45479278764,344296273321,123612593744,220683679577,0,56.0134732124
161890,한국콜마,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,506556490889,54942873416,54907334144,42793783909,318645576971,104671172667,213974404304,0,48.9176137714
161890,한국콜마,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,667469194150,73429956726,71282631044,53183217565,492928107512,205241251239,287686856273,0,71.3418937166
161890,한국콜마,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,619588215998,70003603061,69752566484,52239938002,392723444153,132062863774,260660580379,0,50.6646856928
161890,한국콜마,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,821615970194,66976058780,62007990601,48601112399,668548553526,335912010840,332636542686,10552230500,100.984698833
161890,한국콜마,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,681624683359,61296265517,56114169866,44178228660,542364879053,245236388349,297128490704,10552230500,82.5354673219
161890,한국콜마,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,1357865265185,89967395015,55388100928,36805372483,2186418082309,1376591254422,809826827887,11173349000,169.9858793285
161890,한국콜마,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,891722289393,71006357616,67155259390,52115257811,881678589572,440403165672,441275423900,11173349000,99.8023324707
161890,한국콜마,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,1540720628957,117810046389,63410734264,33637990905,2400309459227,1552436552292,847872906935,11440590000,183.097789727
114090,GKL,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,505663483168,118377541057,121015629046,91731837711,650518244338,194278364494,456239879844,0,42.5825038706
114090,GKL,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,548230023132,151182942675,150178137728,114342570484,730177649356,211451259249,518726390107,30927835000,40.763543803
114090,GKL,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,501295523773,108168510900,107306385849,80538566836,731904311255,199851863476,532052447779,30927835000,37.5624366188
114090,GKL,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,480339213881,105058462361,103964813476,77740630299,765759332040,203672777253,562086554787,30927835000,36.2351270491
114090,GKL,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,480339213881,104906124366,103812398220,77616246399,765845304290,203821303068,562024001222,30927835000,36.26558699
114090,GKL,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,490752464360,96802634482,95714531603,72396401927,909430532036,324258159715,585172372321,30927835000,55.4124177854
114090,GKL,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,490752464360,96362077757,95284829279,72039234110,906069881039,321115870134,584954010905,30927835000,54.895917311
114090,GKL,2020-12-31,2020,12,4,2020-12,2020-4,ifrs_ConsolidatedMember,연결요약재무제표,184462332044,-88810804534,-81146318973,-64326965650,708445969367,222055672049,486390297318,30927835000,45.6538038019
114090,GKL,2020-12-31,2020,12,4,2020-12,2020-4,ifrs_SeparateMember,별도요약재무제표,184462332044,-89798314893,-82137206882,-65068231430,706280226689,221141985995,485138240694,30927835000,45.5832930586
114090,GKL,2021-12-31,2021,12,4,2021-12,2021-4,ifrs_ConsolidatedMember,연결요약재무제표,85086860671,-145828746668,-147301017597,-113272118808,531306108295,147757777932,383548330363,30927835000,38.5239007017
032350,롯데관광개발,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,44668145766,1538305832,-50034928942,-49895848437,249000436541,83771415705,165229020836,0,50.700182862
032350,롯데관광개발,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,0,1261785533,-50548788908,-50381537126,237872431204,77361476717,160510954487,0,48.1970074655
032350,롯데관광개발,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,50376420169,3292694405,1567489538,1519733682,362245685934,196103692384,166141993550,0,118.0337903704
032350,롯데관광개발,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,46357656975,3034018446,2782025041,2904202328,351329618922,188521223075,162808395847,0,115.7933054338
032350,롯데관광개발,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,70291534811,5219754478,4123804862,3379267569,401786611571,229322244027,172464367544,22697511500,132.9678978288
032350,롯데관광개발,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,67062151879,5038511916,4065143037,3352749787,390424459408,220947482773,169476976635,22697511500,130.3702055347
032350,롯데관광개발,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,76076008694,3004020462,-101720180604,-112874122304,506790646201,225840850587,280949795614,32581587000,80.3847712697
032350,롯데관광개발,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,71400516647,4156536373,-104936491210,-101338409666,503143004826,213544893361,289598111465,32581587000,73.7383584032
032350,롯데관광개발,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,88449397734,-16155230797,-11610002751,-14094195795,566146122619,267765416652,298380705967,34637831000,89.7395211209
032350,롯데관광개발,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,82196673791,-8257438963,-3851698592,-6335891636,569712213030,254924887053,314787325977,34637831000,80.9832118437
