기업명,기업코드,ESG등급,환경,사회,지배구조,평가년도
율촌화학,8730,B,B,B,B+,2021
이건산업,8250,C,D,C,B+,2021
이구산업,25820,B,B,C,B+,2021
이노션,214320,A,B+,A,A,2021
이녹스첨단소재,272290,B,B,D,B+,2021
이니텍,53350,B,B,B+,B,2021
이마트,139480,A,A,A,A,2021
이베스트투자증권,78020,B,D,B,B,2021
이수페타시스,7660,B,B,A,C,2021
이수화학,5950,B,B,B+,B,2021
이스타코,15020,C,D,C,B,2021
이아이디,93230,D,D,C,C,2021
이엔에프테크놀로지,102710,C,D,B,C,2021
이엔플러스,74610,C,D,B,B,2021
이연제약,102460,B,D,B,B+,2021
이오테크닉스,39030,C,D,C,B,2021
이월드,84680,C,D,C,B,2021
이지홀딩스,35810,C,D,B,C,2021
이화산업,760,C,D,C,B,2021
인디에프,14990,C,D,B,B,2021
인바이오젠,101140,C,D,C,C,2021
인선이엔티,60150,C,B,B,C,2021
인스코비,6490,C,D,C,B,2021
인지컨트롤스,23800,C,D,C,B,2021
인천도시가스,34590,C,D,C,B,2021
인크로스,216050,B,D,C,B+,2021
인터지스,129260,B,B,C,B+,2021
인터플렉스,51370,B,B,C,B,2021
인트론바이오,48530,C,C,C,B,2021
인팩,23810,C,D,C,B+,2021
일동제약,249420,A,B+,A,A,2021
일동홀딩스,230,A,B+,A,A,2021
일성건설,13360,B,B,C,B+,2021
일성신약,3120,C,D,C,B+,2021
일신방직,3200,B+,B,B,A,2021
일신석재,7110,C,D,C,B,2021
일양약품,7570,C,D,C,B+,2021
일정실업,8500,C,C,C,C,2021
일진다이아,81000,C,D,C,B,2021
일진디스플,20760,B,B,B,B,2021
일진머티리얼즈,20150,C,C,C,B,2021
일진전기,103590,C,C,C,B,2021
일진홀딩스,15860,C,C,C,B,2021
잇츠한불,226320,B+,B+,B,B+,2021
자이에스앤디,317400,B,C,B,B+,2021
자화전자,33240,C,C,C,B+,2021
전방,950,C,C,B,B,2021
전북은행,6350,,,,A,2021
제넥신,95700,C,D,B,B,2021
제이비우리캐피탈,818905,,,,B+,2021
제이에스코퍼레이션,194370,C,D,C,B+,2021
제이준코스메틱,25620,C,D,C,B,2021
제이콘텐트리,36420,C,D,B,C,2021
제일기획,30000,B+,C,A,B+,2021
제일약품,271980,C,D,B,B,2021
제일연마,1560,C,C,C,B+,2021
제일파마홀딩스,2620,B,D,B,B,2021
제주은행,6220,A,B,A+,A,2021
제주항공,89590,B+,B,B+,B+,2021
조광페인트,4910,B,B,B+,B,2021
조광피혁,4700,C,D,C,B,2021
조비,1550,C,D,C,B,2021
조선내화,480,B,B,B,B,2021
조선선재,120030,C,D,C,B+,2021
조일알미늄,18470,B,B,C,B+,2021
조흥,2600,C,D,C,B,2021
종근당,185750,A,A,A+,B+,2021
종근당바이오,63160,B+,B+,A,B+,2021
종근당홀딩스,1630,B+,B+,A,B+,2021
주성엔지니어링,36930,B+,B,A,B+,2021
주연테크,44380,C,C,C,C,2021
지누스,13890,C,D,C,B+,2021
지니뮤직,43610,B+,C,B+,A,2021
지엠비코리아,13870,C,C,C,B,2021
지역난방공사,71320,A,B+,A+,A,2021
지투알,35000,B,D,B,B,2021
지트리비앤티,115450,B,D,B,B+,2021
진도,88790,D,D,D,C,2021
진양산업,3780,D,D,C,C,2021
진양폴리우레탄,10640,C,D,C,B+,2021
진양홀딩스,100250,C,D,C,B,2021
진양화학,51630,C,D,C,B,2021
진에어,272450,B+,C,A,A,2021
진원생명과학,11000,C,D,C,B+,2021
진흥기업,2780,C,C,C,B+,2021
차바이오텍,85660,C,D,C,B,2021
참엔지니어링,9310,B,D,B,B+,2021
천보,278280,B,D,B,B+,2021
천일고속,650,B,C,C,B+,2021
체시스,33250,C,D,B,B,2021
카카오,35720,A,A,A+,A,2021
카페24,42000,B,D,B,B+,2021
카프로,6380,B,B,C,B+,2021
컨버즈,109070,B,B,C,B,2021
컴투스,78340,B,D,C,B+,2021
케어젠,214370,B+,B,B+,A,2021
케이디비생명보험,807958,,,,B,2021
케이뱅크은행,800172,,,,A+,2021
케이비국민카드,861717,,,,A+,2021
케이비생명보험,805087,,,,A,2021
케이비아이동국실업,1620,C,C,C,C,2021
케이비증권,3450,,,,A,2021
케이비캐피탈,21960,,,,A,2021
케이씨,29460,B,B,C,B+,2021
케이씨씨,2380,B+,B+,A+,B,2021
케이씨텍,281820,B,B,B,B,2021
케이씨티시,9070,B,B,C,B,2021
케이엠더블유,32500,B,C,B,B+,2021
케이티,30200,A+,A+,B+,A+,2021
케이티스카이라이프,53210,A,B,A,A,2021
케이티알파,36030,A,B,A,A,2021
케이티앤지,33780,A,A,A+,A,2021
코리아센터,290510,B,D,C,B+,2021
코리아써키트,7810,B,B+,C,B+,2021
코리아에셋투자증권,190650,C,D,B+,C,2021
코리안리,3690,B+,B,B+,A,2021
코미팜,41960,B,D,B,B+,2021
코스맥스,192820,A,A,A,B+,2021
코스맥스비티아이,44820,B+,A,A,B+,2021
코스모신소재,5070,B,B,C,B,2021
코스모화학,5420,B,B,C,B,2021
코아스,71950,B,C,C,B+,2021
코엔텍,29960,C,B,D,C,2021
코오롱,2020,B,B,B+,B,2021
코오롱글로벌,3070,B,C,B,B+,2021
코오롱머티리얼,144620,B,C,B,B+,2021
코오롱생명과학,102940,B,D,B+,B,2021
코오롱인더,120110,A,B+,A,A,2021
코오롱플라스틱,138490,B+,B,B+,B+,2021
코웨이,21240,A,A,A+,B+,2021
코웰패션,33290,C,C,C,B,2021
콜마비앤에이치,200130,B,C,B,B+,2021
콤텍시스템,31820,C,D,B,C,2021
쿠쿠홀딩스,192400,B,D,C,B+,2021
쿠쿠홈시스,284740,B,D,C,B+,2021
큐로,15590,C,D,C,B,2021
큐캐피탈,16600,D,D,C,D,2021
크라운제과,264900,B,C,B+,B+,2021
크라운해태홀딩스,5740,B,C,B+,B,2021
크리스탈지노믹스,83790,B,D,B,B+,2021
클래시스,214150,B,D,B,B+,2021
클리오,237880,B,D,B,B+,2021
키다리스튜디오,20120,B,D,B,B,2021
키움증권,39490,B,C,A,B,2021
태경비케이,14580,C,C,B,B,2021
태경산업,15890,B,C,B,B+,2021
태경케미컬,6890,C,D,B,B,2021
태광산업,3240,B+,B,A,B+,2021
태림포장,11280,C,B,C,C,2021
태양금속공업,4100,B,B,C,B,2021
태영건설,9410,B+,A,B,B+,2021
태원물산,1420,C,C,C,B,2021
태평양물산,7980,B,C,B+,B,2021
테스,95610,B,C,B+,B+,2021
테이팩스,55490,B+,B+,B+,B+,2021
텔코웨어,78000,C,D,C,B,2021
텔콘RF제약,200230,C,C,C,C,2021
토니모리,214420,C,D,C,B+,2021
톱텍,108230,B,D,B,B+,2021
티비에이치글로벌,84870,B,D,B+,B+,2021
티씨케이,64760,B,B,B,B+,2021
티에이치엔,19180,B,C,B,B+,2021
티웨이항공,91810,B,C,B+,B,2021
티웨이홀딩스,4870,C,D,D,B,2021
티케이케미칼,104480,C,C,B,B,2021
파라다이스,34230,B,D,B,B+,2021
파마리서치,214450,B,D,B,B+,2021
파미셀,5690,B,C,B,B+,2021
파트론,91700,B,C,B,B+,2021
팜스코,36580,B+,B+,A,B+,2021
팜젠사이언스,4720,C,D,C,C,2021
팬오션,28670,B+,B+,D,A,2021
퍼스텍,10820,C,C,C,B,2021
퍼시스,16800,B,C,B+,B,2021
펄어비스,263750,B,D,B,B,2021
페이퍼코리아,1020,B,B,C,B,2021
평화산업,90080,B,B+,C,B+,2021
평화홀딩스,10770,B,B+,C,B+,2021
포스코 ICT,22100,A,A,A+,A,2021
포스코강판,58430,A,A,A+,A,2021
포스코엠텍,9520,B,D,B+,A,2021
포스코인터내셔널,47050,A+,A,A+,A+,2021
포스코케미칼,3670,A,A,A+,B+,2021
포스코홀딩스,5490,A,A,B+,A+,2021
폴루스바이오팜,7630,D,B,C,D,2021
푸르덴셜생명보험,839185,,,,B+,2021
푸본현대생명보험,860086,,,,B+,2021
풀무원,17810,A+,A,A+,A+,2021
풍산,103140,B+,B,A,A,2021
풍산홀딩스,5810,B,D,A,B+,2021
피엔티,137400,B,C,C,B+,2021
하나금융지주,86790,A,A,A+,A,2021
하나금융투자,805992,,,,B+,2021
하나은행,4940,,,,B,2021
하나제약,293480,B,D,B,B+,2021
하나카드,856659,,,,B+,2021
하나캐피탈,809337,,,,B+,2021
하나투어,39130,B+,B,A,B+,2021
하림,136480,B+,B,A,B+,2021
하림지주,3380,B+,B+,B+,B+,2021
하이스틸,71090,B,C,B,B+,2021
하이투자증권,814270,,,,B+,2021
하이트론씨스템즈,19490,C,D,C,B+,2021
하이트진로,80,B+,B+,A,B,2021
하이트진로홀딩스,140,B+,B+,A,B,2021
한국가스공사,36460,B+,B+,A,B+,2021
한국공항,5430,B,D,B,B+,2021
한국금융지주,71050,B+,C,A,B+,2021
한국기업평가,34950,B,D,B,B+,2021
한국내화,10040,B,B,B,B,2021
한국단자공업,25540,C,C,C,B+,2021
한국석유공업,4090,B+,B,B+,B+,2021
한국수출포장공업,2200,B,B,C,B+,2021
한국쉘석유,2960,B,C,B+,B+,2021
한국스탠다드차타드은행,110,,,,A+,2021
한국씨티은행,16830,,,,B+,2021
한국앤컴퍼니,240,A,B+,A+,B+,2021
한국자산신탁,123890,C,C,B+,C,2021
한국전력공사,15760,B+,B+,B+,B+,2021
한국전자홀딩스,6200,B,B,B+,B,2021
한국정보인증,53300,B,D,B+,B,2021
한국조선해양,9540,A,A,B+,A,2021
한국종합기술,23350,B,B,C,B+,2021
한국주강,25890,D,D,D,C,2021
한국주철관공업,970,C,C,C,B,2021
한국철강,104700,B,B,B,B+,2021
한국카본,17960,B,B,B+,B,2021
한국카카오은행,800197,,,,B+,2021
한국캐피탈,23760,C,D,D,B,2021
한국콜마,161890,B+,B+,A,B+,2021
한국콜마홀딩스,24720,B+,B,B+,A,2021
한국타이어앤테크놀로지,161390,B+,B+,A,B,2021
한국토지신탁,34830,C,D,C,C,2021
한국투자증권,804504,,,,B,2021
한국특강,7280,C,C,B,B,2021
한국프랜지공업,10100,B,B,B+,B,2021
한국항공우주,47810,A,A,A+,B+,2021
한국화장품,123690,B,D,B,B,2021
한국화장품제조,3350,C,C,B,B,2021
한농화성,11500,C,C,B,B,2021
한독,2390,A,B+,A,A,2021
한라,14790,B+,B+,B+,B+,2021
한라홀딩스,60980,A,B,A+,A,2021
한미글로벌,53690,A,A,A,A,2021
한미반도체,42700,C,D,D,B,2021
한미사이언스,8930,A,B+,A+,A,2021
한미약품,128940,A,B+,A+,A,2021
한샘,9240,A,B+,A+,A,2021
한섬,20000,A,A,A+,A,2021
한성기업,3680,C,D,B,B,2021
한세실업,105630,B,B,B,B+,2021
한세엠케이,69640,C,D,C,B+,2021
한세예스24홀딩스,16450,B,D,B,B+,2021
한솔로지스틱스,9180,B+,B,B+,B+,2021
한솔제지,213500,A,A,A,A,2021
한솔케미칼,14680,A,A,A,A,2021
한솔테크닉스,4710,A,B+,A,A,2021
한솔피엔에스,10420,A,B+,B+,A,2021
한솔홀딩스,4150,A,B+,A,A,2021
한솔홈데코,25750,A,B+,A,A,2021
한신공영,4960,C,C,C,B,2021
한신기계공업,11700,C,D,C,B+,2021
한양증권,1750,C,D,B+,C,2021
한온시스템,18880,B+,B+,B+,B+,2021
한올바이오파마,9420,B,D,B,B+,2021
한익스프레스,14130,C,B,B,C,2021
한일시멘트,300720,B+,B+,B+,B,2021
한일철강,2220,C,D,C,B,2021
한일현대시멘트,6390,B+,B+,B+,B+,2021
한일홀딩스,3300,B,B+,B+,B,2021
한전KPS,51600,B,B,B,B+,2021
한전기술,52690,B+,B,B+,B+,2021
한전산업,130660,B+,B,B+,B+,2021
한진,2320,A,A,B+,A,2021
한진중공업,97230,B,C,B,B+,2021
한진중공업홀딩스,3480,B,D,C,B+,2021
한진칼,180640,A,A,A,A,2021
한창,5110,B,D,B,B,2021
한창제지,9460,C,C,C,B,2021
한화,880,A,A,A+,A,2021
한화생명,88350,A,A+,A+,B+,2021
한화손해보험,370,A,A,A+,B+,2021
한화솔루션,9830,A,A,A+,B+,2021
한화시스템,272210,A,B+,A,A,2021
한화에어로스페이스,12450,A,A,A,A,2021
한화투자증권,3530,B+,B+,A,B+,2021
해성디에스,195870,A,A,A+,A,2021
해태제과식품,101530,B,D,B+,B+,2021
핸즈코퍼레이션,143210,B,B,B,B+,2021
헬릭스미스,84990,B,D,B,B,2021
현대건설,720,A,A,A,A,2021
현대건설기계,267270,A,B+,A+,A,2021
현대그린푸드,5440,A,A,A+,A,2021
현대글로비스,86280,A,A,A+,A,2021
현대두산인프라코어,42670,A,A,A+,A,2021
현대로템,64350,A,A,A+,A,2021
현대리바트,79430,A,A,A+,A,2021
현대모비스,12330,A,A,A+,A,2021
현대미포조선,10620,A,A,A+,A,2021
현대바이오,48410,C,D,B,B,2021
현대바이오랜드,52260,A,A,A,A,2021
현대백화점,69960,A,A,A+,A,2021
현대비앤지스틸,4560,A,B+,A+,B+,2021
현대약품,4310,B,C,B,B+,2021
현대에너지솔루션,322000,A,A,A+,B+,2021
현대에버다임,41440,A,B+,A+,A,2021
현대엘리베이터,17800,A,B+,A,A,2021
현대오토에버,307950,A,A,A+,A,2021
현대위아,11210,A,A,A+,A,2021
현대일렉트릭,267260,A,A,A+,A,2021
현대자동차,5380,A,A,A,A,2021
현대제철,4020,B+,B+,B+,A,2021
현대중공업지주,267250,A,A,A+,A,2021
현대차증권,1500,A,B+,A+,A,2021
현대카드,815419,,,,A,2021
현대캐피탈,836248,,,,A+,2021
현대커머셜,888975,,,,A,2021
현대코퍼레이션,11760,B+,B+,A,B+,2021
현대코퍼레이션홀딩스,227840,B+,C,A,B+,2021
현대해상,1450,A,A,A+,A,2021
현대홈쇼핑,57050,A,A,A+,A,2021
형지엘리트,93240,C,D,B,B,2021
혜인,3010,B,B,B,B,2021
호전실업,111110,C,D,C,B+,2021
호텔신라,8770,A,B+,A+,A,2021
화성산업,2460,B,C,B+,B+,2021
화승엔터프라이즈,241590,B+,B,B+,A,2021
화승인더스트리,6060,B+,B,B+,A,2021
화승코퍼레이션,13520,B+,B+,B,B+,2021
화신,10690,B+,B+,A,B+,2021
화인베스틸,133820,B,B,C,B,2021
화천기계,10660,C,D,C,B,2021
화천기공,850,B,D,B,B+,2021
환인제약,16580,B,D,B,B+,2021
황금에스티,32560,C,D,C,B,2021
효성,4800,A,A,A+,B+,2021
효성 ITX,94280,B+,C,B+,B+,2021
효성중공업,298040,A,A,A+,A,2021
효성첨단소재,298050,A,A,A+,A,2021
효성티앤씨,298020,A,A,A+,A,2021
효성화학,298000,A,A,A+,A,2021
후성,93370,B+,A,B,B,2021
휠라홀딩스,81660,A,B+,A+,A,2021
휴니드테크놀러지스,5870,B,C,B+,B+,2021
휴비스,79980,A,B+,A+,A,2021
휴스틸,5010,C,C,C,B,2021
휴온스,243070,B,D,A,B+,2021
휴젤,145020,B,D,B+,B+,2021
휴켐스,69260,B+,B,A,B+,2021
흥국생명보험,818586,,,,B,2021
흥국화재,540,B+,B,A,B,2021
흥아해운,3280,D,D,C,D,2021
서울도시가스,,B이하,B,B이하,B이하,2018
삼화콘덴서공업,,B이하,B,B이하,B이하,2018
삼영화학공업,,B이하,B,B이하,B+,2018
삼원강재,023000,B이하,B,B이하,B+,2018
서연이화,200880,B+,B+,B+,B이하,2018
서연,007860,B이하,B,B이하,B이하,2018
샘표식품,248170,B+,B,B+,B+,2018
화승알앤에이,378850,B+,B,B+,B+,2018
새론오토모티브,075180,B이하,B,B이하,B+,2018
상신브레이크,041650,B이하,B,B이하,B이하,2018
삼화페인트공업,,B+,B+,B+,B+,2018
삼화전자공업,,B이하,C,B이하,B이하,2018
삼광글라스,,B이하,C,B이하,B이하,2018
삼화전기,009470,B이하,B,B이하,B이하,2018
삼화왕관,004450,B이하,B,B이하,B이하,2018
삼호개발,010960,B이하,C,B이하,B이하,2018
삼호,,B이하,B,B이하,B이하,2018
삼천리,004690,B+,B+,B+,B+,2018
삼진제약,005500,B이하,B,B+,B이하,2018
삼정펄프,009770,B이하,C,B이하,B이하,2018
삼일제약,000520,B이하,B,B이하,B이하,2018
삼익악기,002450,B이하,C,B이하,B이하,2018
삼영전자공업,,B이하,B,B이하,B+,2018
삼영무역,002810,B이하,C,B이하,B이하,2018
삼성SDI,006400,A,B+,A,A,2018
삼성공조,006660,B이하,B,B이하,B이하,2018
삼성중공업,010140,B+,B,B이하,A,2018
삼양홀딩스,000070,B이하,B,B+,B이하,2018
삼양통상,002170,B이하,C,B이하,B+,2018
삼양식품,003230,B이하,D,B이하,B이하,2018
삼양사,145990,B+,B,B+,B+,2018
삼아알미늄,006110,B이하,B,B이하,B이하,2018
삼성화재해상보험,,A,B+ 이하,A+,A+,2018
삼성카드,029780,B이하,B+ 이하,B이하,B이하,2018
삼성출판사,068290,B이하,B,B이하,B이하,2018
삼성증권,016360,B+,B+ 이하,A,B이하,2018
삼성제약,001360,B이하,C,B이하,B이하,2018
사조해표,,B이하,C,B이하,B이하,2018
삼성전자,005930,A,B+,A,A,2018
삼성전기,009150,A,A,A+,A,2018
삼성엔지니어링,028050,A,A,A+,A,2018
삼성에스디에스,018260,B+,B+,A,B+,2018
삼성생명,032830,B+,B+ 이하,B+,A,2018
삼성바이오로직스,207940,B+,B,A,B이하,2018
삼성물산,028260,A+,A,A+,A+,2018
삼익THK,004380,B이하,B,B이하,B이하,2018
사조오양,006090,B이하,B,B이하,B이하,2018
마니커,027740,B이하,C,B이하,B이하,2018
부산산업,011390,B이하,C,B이하,B이하,2018
방림,003610,B이하,B,B이하,B+,2018
백광산업,001340,B이하,C,B이하,B+,2018
사조산업,007160,B이하,C,B이하,B이하,2018
사조동아원,008040,B이하,B,B이하,B이하,2018
사조대림,003960,B이하,C,B이하,B이하,2018
빙그레,005180,B+,B+,A,B+,2018
비상교육,100220,B이하,B,B이하,B이하,2018
부산주공,005030,B이하,C,B이하,B이하,2018
부산은행,,,B+ 이하,,,2018
부산도시가스,,B이하,B,A,B이하,2018
만도,,B+,B+,B+,B+,2018
부국철강,026940,B이하,B,B이하,B이하,2018
부국증권,001270,B이하,B+ 이하,B이하,B이하,2018
부광약품,003000,B이하,B,B이하,B이하,2018
보해양조,000890,B이하,B,B이하,B이하,2018
보령제약,,B이하,C,B이하,B이하,2018
벽산,007210,B이하,C,B이하,B+,2018
범양건영,002410,B이하,C,B이하,B이하,2018
백산,035150,B이하,C,B이하,B이하,2018
백광소재,,B이하,C,B이하,B이하,2018
미창석유공업,,B이하,B,B이하,B이하,2018
미원화학,134380,B이하,C,B이하,B이하,2018
만호제강,001080,B이하,B,B이하,B이하,2018
메디플란트,,B이하,C,B이하,B이하,2018
무림P&P,009580,B이하,B,B이하,B+,2018
미원홀딩스,107590,B이하,B,B이하,B이하,2018
미원상사,002840,B이하,B+,B이하,B이하,2018
미래에셋생명,085620,B이하,B+ 이하,B+,B이하,2018
미래에셋대우,,B이하,B+ 이하,B+,B이하,2018
미래아이앤지,007120,B이하,C,B이하,B이하,2018
미래산업,025560,B이하,B,B이하,B이하,2018
문배철강,008420,B이하,B,B이하,B이하,2018
무학,033920,B이하,B,B이하,B이하,2018
무림페이퍼,009200,B이하,B,B이하,B+,2018
모토닉,009680,B이하,B,B이하,B이하,2018
사조씨푸드,014710,B이하,B,B이하,B이하,2018
모나미,005360,B이하,B,B이하,B이하,2018
모나리자,012690,B이하,C,B이하,B이하,2018
명문제약,017180,B이하,B,B+,B이하,2018
메타랩스,090370,B이하,C,B이하,B이하,2018
메리츠화재,000060,B+,A,B이하,B이하,2018
메리츠종금증권,,B+,A,B+,B이하,2018
메리츠금융지주,138040,B+,A,B이하,B이하,2018
대동전자,008110,B이하,C,B이하,B이하,2018
롯데푸드,,A,B+,A+,B+,2018
지투알,035000,B이하,B,B+,B이하,2018
락앤락,115390,B이하,B+,B이하,B이하,2018
두산,000150,A+,A,A+,A+,2018
두산건설,,A,B+,A+,A,2018
롯데케미칼,011170,A,A,A+,B+,2018
롯데칠성음료,,B+,B+,A,B+,2018
롯데지주,004990,,B+,,,2018
롯데정밀화학,004000,A,B+,A+,A,2018
롯데쇼핑,023530,A,B+,A+,A,2018
롯데손해보험,000400,A,A,A+,B이하,2018
롯데관광개발,032350,B이하,B,B이하,B이하,2018
디피씨,,B이하,B,B이하,B이하,2018
동성제약,002210,B이하,C,B이하,B이하,2018
디티알오토모티브,,B이하,B,B이하,B+,2018
디와이파워,210540,B이하,B,B이하,B이하,2018
디와이,013570,B이하,B,B이하,B이하,2018
디아이씨,092200,B이하,C,B이하,B이하,2018
디아이,003160,B이하,B,B이하,B이하,2018
디씨엠,024090,B이하,B,B이하,B이하,2018
두올,016740,B이하,B,B이하,B이하,2018
두산중공업,,A,A,A+,A,2018
두산인프라코어,,A+,A,A+,A+,2018
동화약품,000020,B이하,B,B+,B이하,2018
동일제강,002690,B이하,B,B이하,B이하,2018
동성코퍼레이션,,B이하,B,B+,B+,2018
동성화학,,B이하,B,B+,B이하,2018
동양철관,008970,B이하,D,B이하,B이하,2018
동일산업,004890,B이하,C,B이하,B+,2018
동일방직,,B이하,B,B이하,B이하,2018
동일고무벨트,163560,B이하,C,B이하,B이하,2018
동원시스템즈,014820,B이하,C,B+,B이하,2018
동원수산,030720,B이하,B,B이하,B이하,2018
동원산업,006040,B이하,C,B이하,B이하,2018
동원금속,018500,B이하,B+,B이하,B이하,2018
동원F&B,049770,B이하,D,B이하,B이하,2018
동원,,B이하,C,B이하,B이하,2018
동양생명,082640,B이하,B+ 이하,B+,B이하,2018
동서,026960,B이하,B,B이하,B이하,2018
동양물산기업,,B이하,C,B이하,B이하,2018
동양네트웍스,,B이하,B,B이하,B이하,2018
동양고속,084670,B이하,B,B이하,B이하,2018
동양,001520,B이하,B,B이하,B이하,2018
동아지질,028100,B이하,B,B이하,B이하,2018
동아에스티,170900,B이하,B,A,B이하,2018
동아쏘시오홀딩스,000640,B이하,C,B+,B이하,2018
두산밥캣,241560,B이하,A,B이하,B이하,2018
동부제철,,B이하,B,B이하,B+,2018
대한방직,001070,B이하,C,B이하,B이하,2018
더존비즈온,012510,B이하,B,B이하,B이하,2018
대창,012800,B이하,B,B이하,B+,2018
대창단조,015230,B이하,B,B이하,B+,2018
동방,004140,B이하,C,B이하,B이하,2018
동남합성,023450,B이하,C,B이하,B이하,2018
동국제강,001230,B이하,B,B이하,B+,2018
동국실업,,B이하,C,B이하,B이하,2018
도화엔지니어링,002150,B+,B+,B이하,B이하,2018
덕양산업,024900,B이하,C,B이하,B이하,2018
덕성,004830,B이하,C,B이하,B이하,2018
대호에이엘,069460,B이하,C,B이하,B+,2018
롯데하이마트,071840,A,A,A+,B이하,2018
대현,016090,B이하,B,B이하,B이하,2018
대한화섬,003830,B이하,B,B이하,B이하,2018
대한해운,005880,B이하,C,B이하,B이하,2018
대한항공,003490,B이하,B,B이하,B+,2018
대한제분,001130,B이하,C,B이하,B이하,2018
대한제당,001790,B이하,B,B이하,B이하,2018
대한제강,084010,B이하,B,B이하,B+,2018
대한전선,001440,B이하,B,B이하,B+,2018
대한유화,006650,B이하,C,B이하,B이하,2018
대유플러스,000300,B이하,C,B이하,B이하,2018
대유에이텍,002880,B이하,C,B이하,B이하,2018
대림산업,,B+,B+,B이하,B+,2018
대림씨엔에스,,B이하,B,B+,B이하,2018
대영포장,014160,B이하,C,B이하,B이하,2018
대원화성,024890,B이하,C,B이하,B+,2018
대원제약,003220,B이하,B+,B+,B이하,2018
대원전선,006340,B이하,C,B이하,B이하,2018
대원강업,000430,B+,B,B+,B+,2018
대웅제약,069620,B이하,C,B+,B이하,2018
대웅,003090,B이하,C,B이하,B이하,2018
대우조선해양,042660,B이하,B+,B이하,B+,2018
대우부품,009320,B이하,B,B이하,B이하,2018
대우건설,047040,A,B+,A+,A,2018
대양금속,009190,B이하,B,B이하,B+,2018
동방아그로,007590,B이하,C,B이하,B이하,2018
대신증권,003540,B이하,B+ 이하,B+,B이하,2018
대성홀딩스,016710,B이하,B+,B이하,B이하,2018
대성에너지,117580,B이하,C,B이하,B이하,2018
대성산업,128820,B이하,C,B이하,B이하,2018
대상홀딩스,084690,B이하,B,B이하,B이하,2018
대상,001680,B이하,B,B+,B이하,2018
대림통상,006570,B이하,B,B이하,B이하,2018
대림비앤코,,B이하,B,B이하,B이하,2018
샘표,007540,B이하,B,B이하,B이하,2018
대동공업,,B이하,C,B이하,B이하,2018
녹십자,006280,B+,B,B+,B+,2018
나노메딕스,,B이하,C,B이하,B이하,2018
S-Oil,010950,A+,A+,A+,A,2018
대구백화점,006370,B이하,B+,B이하,B이하,2018
대교,019680,B이하,B+,B이하,B이하,2018
다우기술,023590,B이하,C,B+,B이하,2018
다스코,058730,B이하,B+,B이하,B이하,2018
농심홀딩스,072710,B이하,C,B이하,B이하,2018
농심,004370,B이하,C,B+,B+,2018
녹십자홀딩스,005250,B이하,C,B+,B이하,2018
노루홀딩스,000320,B이하,B,B이하,B이하,2018
대구은행,,,B+ 이하,,,2018
노루페인트,090350,B이하,B,B이하,B이하,2018
넥센타이어,002350,B이하,B,B이하,B+,2018
넥센,005720,B이하,B,B이하,B+,2018
남해화학,025860,B이하,C,B이하,B+,2018
남영비비안,,B이하,C,B이하,B이하,2018
남양유업,003920,B이하,C,B이하,B이하,2018
남성,004270,B이하,C,B이하,B이하,2018
남선알미늄,008350,B이하,C,B이하,B이하,2018
남광토건,001260,B이하,B,B이하,B이하,2018
광전자,017900,B이하,B,B이하,B이하,2018
깨끗한나라,004540,B이하,B,B이하,B+,2018
기업은행,024110,B+,A,B+,B이하,2018
광주은행,,B이하,B+ 이하,B+,B이하,2018
까뮤이앤씨,013700,B이하,B,B이하,B이하,2018
기아자동차,,B이하,C,A,A,2018
기신정기,092440,B이하,B,B이하,B이하,2018
금호타이어,073240,B+,B+,B+,B+,2018
금호전기,001210,B이하,C,B이하,B이하,2018
금호에이치티,214330,B이하,C,B이하,B이하,2018
금호석유화학,,B이하,C,B+,A,2018
금호산업,,B이하,B,B이하,B이하,2018
금양,001570,B이하,C,B이하,B이하,2018
